category,brand,name,price,avg_rating,num_ratings
Hair Care,Drybar,The Half Shot Small Round Blow-Dryer Brush,$155.00,4.0,221.0
Hair Care,Redken,Frizz Dismiss Rebel Tame Heat Protectant Leave In-Cream,$34.00,4.4,179.0
Hair Care,Nioxin,Scalp + Hair Thickening System 2 Kit,$38.00 - $57.00,4.4,6358.0
Hair Care,Rizos Curls,Refresh & Detangle Spray,$11.00 - $23.00,4.4,331.0
Hair Care,Matrix,Mega Sleek Anti-Frizz Conditioner,$8.50 - $46.00,4.7,777.0
Hair Care,CHI,Round 3-In-1 Blowout Brush Dryer,$109.99,3.2,138.0
Hair Care,Sexy Hair,Big Sexy Hair Spray & Play Harder Firm Volumizing Hairspray,$22.95,4.6,1705.0
Hair Care,LolaVie,Restorative Conditioner,$15.00 - $64.00,4.3,970.0
Hair Care,Innersense Organic Beauty,Hydrating Cream Hairbath,$10.00 - $66.00,4.4,2463.0
Hair Care,Divi,Volumizing Shampoo,$11.00 - $75.00,3.9,588.0
Hair Care,amika,Bust Your Brass Toning and Strength Repair Mask,$44.00,4.9,474.0
Hair Care,BaBylissPRO,Professional Nano Light Ionic Dryer,$199.99,3.6,25.0
