category,brand,name,price,avg_rating,num_ratings
Tools,IT Brushes For ULTA,Brush Bath Instant Makeup Brush Cleaner,$22.00,4.4,1661.0
Tools,SACHEU,Stainless Steel Non-Porous Gua Sha,$32.00,4.9,2184.0
Tools,Bushbalm,Francesca Pubic + Body Hair Trimmer,$65.00,4.5,407.0
Tools,ULTA Beauty Collection,Exfoliating Round Cotton Pads,$4.49,2.7,30.0
Tools,UNbrush,Detangling Hair Brush - All Hair Types,$18.00,4.1,22.0
Tools,Conair,XL Onyx Ceramic Flat Iron,$64.99,4.2,609.0
Tools,Morphe,M201 Angled Powder Blush Brush,$13.00,4.8,63.0
Tools,Morphe,M164 Small Pointed Powder Brush,$13.00,4.8,41.0
Tools,CHI,Lava MiniStyler,$109.99,4.7,7.0
Tools,e.l.f. Cosmetics,Smoky Eye Brush Kit,$13.00,4.6,79.0
Tools,e.l.f. Cosmetics,Total Face Sponge,$7.00,4.2,501.0
Tools,Real Techniques,Miracle 2-In-1 Dual Sided Powder Puff,$7.00,4.4,455.0
Tools,e.l.f. Cosmetics,Smooth Swipe Foundation Brush,$9.00,4.8,36.0
Tools,Olivia Garden,Titanium + Ion Professional Curling Iron,$109.95 - $129.95,4.6,222.0
Tools,L'ange,Le Duo Edge,$99.00,3.8,124.0
Tools,CHI,Keratin Infused 1875 Series Advanced Ionic Hair Dryer,$119.99,4.5,11.0
Tools,Rare Beauty,Soft Pinch Liquid Blush Brush,$26.00,5.0,588.0
Tools,Hot Tools,Pro Artist 24K Gold 3 Barrel Hair Waver,$89.99,4.3,139.0
Tools,ULTA Beauty Collection,Buffing Foundation Brush 108,$18.00,3.1,7.0
Tools,Real Techniques,Expert Face Liquid and Cream Foundation Makeup Brush,$10.00,4.7,3141.0
Tools,Conair,Curl Define Pro Detangler Hair Brush For Loose Curls,$6.99 - $13.99,4.0,282.0
Tools,Morphe,M332 Medium Rounded Blender Eyeshadow Brush,$9.00,5.0,12.0
Tools,Solawave,Wrinkle Retreat Pro Light Therapy Face Mask,$399.00,,
Tools,Hot Tools,Professional Black Gold Detachable One Step Round Brush Dryer,$69.99,3.9,149.0
Tools,L'ange,Smooth-It 2-in-1 Digital Straightening Comb,$55.30,4.0,1426.0
Tools,Anastasia Beverly Hills,Dual-Ended Angled Powder Eyebrow Brush 7B,$22.00,4.8,1682.0
Tools,Tweezerman,Neon Great Grip Eyelash Curler,$19.00,4.6,119.0
Tools,Anastasia Beverly Hills,Dual-Ended Firm Angled Eyebrow Brush #12,$22.00,4.8,2637.0
Tools,Conair,Reflections Lighted LED Compact Hollywood Mirror,$22.99,4.1,84.0
Tools,Morphe,Buttery Blends M104 Domed Foundation Brush,$10.20,5.0,20.0
Tools,Kitsch,Recycled Fabric Brunch Scrunchies,$12.00,5.0,5.0
Tools,CHI,Volumizer 4-in-1 Blowout Brush,$119.99,3.5,154.0
Tools,ULTA Beauty Collection,Eyelash Separator Tool,$10.00,4.1,557.0
Tools,Tweezerman,Curl 38 Degree Eyelash Curler for Almond Shape Eyes,$23.50,4.2,142.0
Tools,Tangle Teezer,The Chrome Ultimate Detangler,$19.99,4.3,20.0
Tools,Schick,Hydro Silk Touch-Up Exfoliating Dermaplaning Tool Eyebrow/Facial Razor,$7.99 - $15.99,3.9,247.0
Tools,PATTERN,The Hair Steamer,$179.00,4.6,71.0
Tools,Kitsch,Active Headbands 3 Piece Set,$10.00,5.0,21.0
Tools,IT Brushes For ULTA,Airbrush Limited Edition Dual-Ended Face & Eye Brush Trio,$34.65,4.8,60.0
Tools,Sleepy Tie,Sleepy Tie Original,$20.99,3.4,69.0
Tools,HOURGLASS,Veil Powder Brush,$68.00,4.1,18.0
Tools,BaBylissPRO,Nano Titanium Curling Wand,$89.99,3.6,78.0
Tools,Kitsch,Medium Thermal Round Brush,$60.00,4.5,57.0
Tools,Morphe,"Ready, Set, Pro 16-Piece Face & Eye Brush Set",$95.00,5.0,114.0
Tools,ULTA Beauty Collection,Precision Foundation Brush 106,$18.00,4.4,21.0
Tools,Real Techniques,Cloudtopia Touchup Makeup Brush Set,$18.00,4.7,26.0
Tools,ULTA Beauty Collection,Travel Kabuki Brush 150,$16.00,4.8,17.0
Tools,Sweet & Shimmer,Travel Hair Brush,$4.99,,
Tools,Real Techniques,Expert Liquid and Cream Concealer Makeup Brush,$7.50,4.6,624.0
Tools,ghd,Platinum+ Styler 1'' Flat Iron,$319.00,4.2,955.0
Tools,EcoTools,Start The Day Beautifully Makeup Brush Set,$16.00,4.6,257.0
Tools,Morphe,Buttery Blends Tool Duo,$15.00,5.0,23.0
Tools,Tangle Teezer,The Matte Ultimate Detangler,$13.99,4.3,12.0
Tools,EcoTools,Daily Makeup Brush Cleaner,$10.00,3.8,354.0
Tools,ULTA Beauty Collection,Dual Ended Bronzing Brush 184,$20.00,,
Tools,Real Techniques,Eye-Conic Essentials Makeup Brush Set,$20.00,4.9,11.0
Tools,Morphe,M105 Large Domed Foundation & Body Brush,$18.00,5.0,8.0
Tools,Morphe,M163 Paddle Powder Brush,$15.00,4.6,20.0
Tools,ULTA Beauty Collection,Buffing Concealer Brush 120,$14.00,3.9,19.0
Tools,Shark Beauty,FlexStyle Air Styling & Drying System with Diffuser,$229.99,4.2,2392.0
Tools,IT Brushes For ULTA,Airbrush Complexion Perfection Brush #115,$28.00,4.7,975.0
Tools,Kitsch,Tortoise Cloud Flat Claw Clip,$8.00 - $10.00,4.5,327.0
Tools,Tweezerman,Rose Gold Petite Tweeze Set,$29.50,4.6,409.0
Tools,Morphe,M131 Rounded Paddle Concealer Brush,$11.00,4.9,11.0
Tools,Real Techniques,Cloudtopia Blush Brush,$15.00,4.8,25.0
Tools,Morphe,Buttery Blends M106 Flat-Topped Cream & Liquid Foundation Brush,$10.20,4.7,13.0
Tools,L'ange,Le Pirouette Titanium Rotating Curling Iron,$99.00,4.3,1895.0
Tools,Olivia Garden,NewCycle Round Thermal Professional Brush,$20.95 - $27.95,4.1,57.0
Tools,Denman,D3 Original 7 Row Styler,$19.56 - $27.95,4.2,22.0
Tools,Bio Ionic,SMART-X Dryer And Diffuser Set,$359.00,4.0,209.0
Tools,e.l.f. Cosmetics,Buffing Foundation Brush,$8.00,4.7,1683.0
Tools,ULTA Beauty Collection,Teardrop Blender Sponge,$6.49,3.6,14.0
Tools,Conair,Halo Double-Sided Lighted Makeup Mirror,$104.99,4.3,358.0
Tools,Olivia Garden,Ceramic + Ion Turbo Vent Pro Round Brush,$24.95 - $28.95,3.9,383.0
Tools,e.l.f. Cosmetics,Liquid Blush Brush,$6.00,4.8,3111.0
Tools,Morphe,Buttery Blends M108 Slanted Cream & Liquid Foundation Brush,$9.00,5.0,12.0
Tools,BaBylissPRO,Nano Titanium Extra-Long Thermal Round Brush,$26.99 - $32.99,4.1,80.0
Tools,ULTA Beauty Collection,Premium Oval Cotton Pads,$3.99,4.6,14.0
Tools,IT Brushes For ULTA,Airbrush Soft Focus Blush Brush #113,$28.00,4.5,196.0
Tools,Revlon,Extra Curl Eyelash Curler,$8.99,4.2,1703.0
Tools,EcoTools,Makeup Brush Cleansing Pad,$8.50,4.7,85.0
Tools,Real Techniques,Miracle Airblend Mattifying Makeup Sponge,$7.00,3.6,353.0
Tools,ghd,"Chronos Max 2"" Wide Plate Styler",$265.30,4.7,185.0
Tools,Sleepy Tie,Sleepy Tie Midnight,$20.99,4.0,25.0
Tools,Real Techniques,Miracle Complexion Sponge + Concealer Sponge Duo,$11.50,4.8,34.0
Tools,Real Techniques,Kabuki Oval Foundation Makeup Blender,$14.00,4.6,244.0
Tools,Dyson,Supersonic Travel Hair Dryer,$299.99,,
Tools,BaBylissPRO,"1"" Compact Ultra-Thin Flat Iron",$79.99,4.5,2.0
Tools,Tangle Teezer,The Wide Tooth Dual Sided Comb,$13.99,4.6,768.0
Tools,Real Techniques,Ultra Plush Powder Face & Cheek Makeup Brush,$10.50,4.6,1387.0
Tools,ghd,Wave Triple Barrel Deep Waver,$199.00,4.5,87.0
Tools,Drybar,All-Inclusive 8-in-1 Air & Active Heat Multi-Styler,$299.00,4.7,87.0
Tools,Kitsch,Satin Ultra Petite Hair Scrunchies,$10.00,4.9,103.0
Tools,Tangle Teezer,The Ultimate Detangler Extra Gentle,$11.89,4.5,272.0
Tools,Conair,Rose Gold Titanium Flat Iron,$64.99 - $72.99,4.3,120.0
Tools,e.l.f. Cosmetics,Halo Glow Pinkie Puffs,$7.00,4.8,257.0
Tools,GIMME beauty,Fine Hair Bands,$7.00,4.7,2599.0
Tools,Conair,Xtreme Big Curls Hot Rollers,$49.99,3.6,534.0
Tools,Tweezerman,Mini Slant Tweezers,$17.00,4.8,1857.0
Tools,Morphe,To the Point Mini Powder Puff Trio,$10.00,5.0,13.0
Tools,Real Techniques,Cheek Hugging Contour Brush,$12.50,4.6,53.0
Tools,billie,Malibu Razor Starter Kit,$11.99,3.4,49.0
Tools,DERMAFLASH,The Essentials Sonic Dermaplaning Refill Kit,$29.00 - $87.00,4.9,722.0
Tools,GIMME beauty,X-Fine Hair Bands,$7.00,4.7,2599.0
Tools,ULTA Beauty Collection,Round Eyelash Curler,$16.00,3.1,11.0
Tools,Skin Gym,LITLIFT LED Sculpt Facial Tool,$59.99,4.1,56.0
Tools,Conair,Rose Gold Tourmaline Ceramic Waver,$71.99,3.8,49.0
Tools,e.l.f. Cosmetics,Eyelash Curler,$4.00,3.1,354.0
Tools,MAC,171 Smooth Edge All-Over Face Makeup Brush,$40.00,4.7,25.0
Tools,BaBylissPRO,Mini Prima Styling Iron 3/4'',$64.99,4.0,151.0
Tools,BaBylissPRO,Professional Italian High-Speed Falco Hair Dryer,$249.99,4.0,6.0
Tools,bareMinerals,Precision Face Brush,$36.00,4.7,413.0
Tools,Wet Brush,Pro Detangler HairBrush,$17.49,4.6,198.0
Tools,ULTA Beauty Collection,Face & Body Kabuki Brush 134,$18.00,4.1,8.0
Tools,BaBylissPRO,Nano Titanium Compact Hot Air Brush,$74.99,3.3,85.0
Tools,ULTA Beauty Collection,100 ct. Premium Pillow Cotton Pads,$5.49,4.8,498.0
Tools,ULTA Beauty Collection,Beauty Wedges,$3.49 - $7.49,4.3,709.0
Tools,IT Brushes For ULTA,Airbrush Spatula Foundation Brush #117,$32.00,4.3,191.0
Tools,BaBylissPRO,Nano Titanium Ultra-Sleek Straightening Iron,$99.99,4.4,8.0
Tools,EcoTools,Powder Puff Duo,$5.50,4.7,142.0
Tools,GIMME beauty,Medium Hair Bands,$7.00,4.8,3283.0
Tools,Tweezerman,Rose Painted Petite Tweezer Set,$29.50,4.9,114.0
Tools,Conair,Double Ceramic Curling Iron 1'',$29.99,4.0,103.0
Tools,ULTA Beauty Collection,80 ct. Organic Cotton Rounds,$4.49,2.2,25.0
Tools,GIMME beauty,Hair Band Medium Braid Ends,$7.00,4.8,23.0
Tools,ULTA Beauty Collection,Complexion Essentials Brush Set,$25.00,4.3,4.0
Tools,Morphe,M102 Rounded Cream & Liquid Foundation Brush,$17.00,3.9,9.0
Tools,e.l.f. Cosmetics,Complexion Duo Brush,$9.00,4.4,386.0
Tools,ULTA Beauty Collection,Full Coverage Foundation Brush 100,$20.00,3.9,18.0
Tools,ULTA Beauty Collection,Jumbo Foam Wedges,$4.99,3.7,250.0
Tools,KRISTIN ESS HAIR,NANOBLACK 3-In-One Ceramic Curling Flat Iron Hair Straightener,$70.00,3.8,167.0
Tools,Kitsch,Recycled Fabric Wide Twist Headbands 2pc Set,$12.00,4.3,27.0
Tools,Kitsch,Detangling Flexi Brush,$15.00,4.9,802.0
Tools,Revlon,Lash Curler for Natural Curl,$6.99,4.2,2296.0
Tools,ULTA Beauty Collection,Slant Tip Tweezer,$9.00,3.4,32.0
Tools,e.l.f. Cosmetics,Dual Pencil Sharpener,$3.00,3.9,215.0
Tools,ULTA Beauty Collection,50 ct. Exfoliating Oval Cotton Pads,$4.99,2.8,41.0
Tools,IT Brushes For ULTA,Airbrush Buffing Foundation Brush #110,$28.00,4.6,644.0
Tools,Conair,InfinitiPRO by Conair Quick Styling Salon Hair Dryer,$49.99,4.1,604.0
Tools,Wet Brush,Wet Brush x Hill House Small Claw Clips,$10.84,,
Tools,Kitsch,Rosewood Satin Flexi Rods,$18.00,3.8,407.0
Tools,BaBylissPRO,Porcelain Ceramic Triple Barrel Waver,$79.99,4.5,150.0
Tools,Kitsch,Eco-Friendly Creaseless Hair Clips,$10.00,4.6,294.0
Tools,Morphe,M331 Tapered Blender Eyeshadow Brush,$9.00,4.8,42.0
Tools,Curlsmith,De-Frizzion Travel Dryer,$97.30,4.4,61.0
Tools,Olivia Garden,Nanothermic Speed XL Round Thermal Brush,$23.76 - $24.46,4.6,59.0
Tools,DIBS Beauty,(Every)Body Face + Body Brush,$28.00,4.9,200.0
Tools,Solawave,4-in-1 Radiant Renewal Skincare Wand,$169.00,4.7,602.0
Tools,The Crème Shop,Hello Kitty Mattifying Blotting Paper + Reusable Mirror Compact,$12.00,3.3,40.0
